submitted_item	validated_id	current_symbol
CG11790	FBgn0039265	CG11790
CG11802	FBgn0030346	BORCS5
CG11807	FBgn0033996	CG11807
CG11811	FBgn0036099	CG11811
CG11814	FBgn0265988	mv
CG3493	FBgn0034854	Golgin245
CG11839	FBgn0039271	CG11839
CG11844	FBgn0046214	vig2
CG11851	FBgn0039293	Alg9
Indy	FBgn0036816	Indy
CG11858	FBgn0039305	CG11858
CG11859	FBgn0039306	RIOK2
CG11873	FBgn0039633	CG11873
CG11874	FBgn0039634	alpha-Man-Ib
CG11875	FBgn0039301	Nup37
CG11876	FBgn0039635	Pdhb
Amph	FBgn0027356	Amph
CG11882	FBgn0039642	CG11882
CG11883	FBgn0033538	CG11883
CG11885	FBgn0031253	CG11885
CG11897	FBgn0039644	rdog
CG11899	FBgn0014427	CG11899
CG11900	FBgn0039650	Mesh1
CG11909	FBgn0261575	tobi
CG11920	FBgn0039274	CG11920
CG11926	FBgn0031640	Mon1
CG11943	FBgn0031078	Nup205
CG11963	FBgn0037643	ScsbetaA
CG11964	FBgn0037644	CG11964
CG11968	FBgn0037647	RagA-B
CG11975	FBgn0037648	CG11975
CG11980	FBgn0037652	CG11980
Pkn	FBgn0020621	Pkn
Pkn	FBgn0031855	meng
CG11984	FBgn0037655	Kcmf1
CG11985	FBgn0040534	Sf3b5
CG11999	FBgn0037312	CG11999
CG12001	FBgn0037265	spartin
CG12004	FBgn0035236	CG12004
CG12006	FBgn0035464	PIG-B
CG12007	FBgn0037293	CG12007
CG12010	FBgn0035443	CG12010
CG12018	FBgn0027903	Pol31
CG12026	FBgn0262624	Tmhs
CG12163	FBgn0260462	CG12163
CG12163	FBgn0053293	CG33293
CG12042	FBgn0033206	DCTN4-p62
CG12050	FBgn0284251	l(2)05287
CG12056	FBgn0030099	CG12056
CG34364	FBgn0261016	clos
CG12068	FBgn0262112	sro
CG12079	FBgn0266582	ND-30
CG12081	FBgn0030053	CG12081
CG12082	FBgn0035402	Usp5
Rox8	FBgn0005649	Rox8
CG12090	FBgn0053971	Ir62a
CG12090	FBgn0035227	Iml1
CG12091	FBgn0035228	CG12091
CG6928	FBgn0036240	CG6928
CG12096	FBgn0030457	CG12096
coilin	FBgn0033265	coil
CG12121	FBgn0030109	CG12121
CG12124	FBgn0260789	mxc
CG12125	FBgn0030037	Miga
CG12128	FBgn0033473	CG12128
CG12129	FBgn0033475	CG12129
CG13992	FBgn0031756	CG13992
CG12134	FBgn0033471	CG12134
CG12140	FBgn0286783	Etf-QO
Synd	FBgn0053094	Synd
CG12173	FBgn0037305	CG12173
Tm1	FBgn0003721	Tm1
CG12168	FBgn0051550	CG31550
CG12170	FBgn0037356	CG12170
CG12171	FBgn0037354	CG12171
DNApol-delta	FBgn0263600	DNApol-delta
Ect3	FBgn0260746	Ect3
ced-6	FBgn0029092	ced-6
CG1218	FBgn0037377	CG1218
CG12203	FBgn0031021	ND-18
CG12207	FBgn0285913	red
CG12213-RB	FBtr0082510	CG12213-RB
CG12213	FBgn0260742	CG12213
CG12214	FBgn0265512	mlt
CG6905	FBgn0265574	Cdc5
CG12252	FBgn0035026	Fcp1
CG12258	FBgn0261679	CG42726
CG12258	FBgn0261680	CG42727
CG12258	FBgn0051301	CG31301
CG12259	FBgn0039557	CG12259
CG12262	FBgn0035811	Mcad
CG12263	FBgn0034346	PIG-O
CG12264	FBgn0032393	Nfs1
CG12267	FBgn0038057	CG12267
CG12272	FBgn0036571	Strump
CG12279	FBgn0038080	CG12279
CG1227	FBgn0037491	CG1227
CG12288	FBgn0032620	CG12288
CG12304	FBgn0036515	AIMP2
CG12320	FBgn0038590	CG12320
CG12321	FBgn0038577	CG12321
CG12325	FBgn0033557	CG12325
CG12360	FBgn0283438	CG46280
CG12360	FBgn0283439	CG46281
CG1236	FBgn0037370	CG1236
CG12375	FBgn0031987	CG12375
CG12384	FBgn0033624	CG12384
CG12391	FBgn0033581	CG12391
CG12393	FBgn0031768	IPIP
CG12398	FBgn0030596	CG12398
CG6904	FBgn0266064	GlyS
CG12404	FBgn0032465	Yip1d1
CG1240	FBgn0035370	Non2
CG12413	FBgn0039588	mIF2
CG12413	FBgn0039588	mIF2
CG12428	FBgn0039543	CROT
CG3608	FBgn0035039	Adck1
CG12464	FBgn0033861	CG12464
Aac11	FBgn0286781	cass
CG12512	FBgn0031703	CG12512
CG12534	FBgn0031068	Alr
CG12542	FBgn0052732	Setd3
CG12547	FBgn0250830	CG12547
CG12560	FBgn0031974	CG12560
CG12562	FBgn0043783	CG32444
CG12562	FBgn0052445	CG32445
CG12562	FBgn0052446	Atox1
Pi3K21B	FBgn0020622	Pi3K21B
CG12576	FBgn0031190	CG12576
CG12582	FBgn0037215	beta-Man
CG12582	FBgn0037215	beta-Man
CG12608	FBgn0030630	CG12608
CG12659	FBgn0040929	CG12659
CG1265	FBgn0035517	CG1265
CG12702	FBgn0031070	CG12702
CG12703	FBgn0031069	Pmp70
CG12713	FBgn0036536	CG12713
CG12734	FBgn0283724	Girdin
CG12736	FBgn0033184	mEFTu2
CG12753	FBgn0038427	ema
CG12785	FBgn0261286	Mat89Ba
l(1)G0007	FBgn0026713	l(1)G0007
l(1)G0007	FBal0096859	l(1)G0007[G0007]
CG8399	FBgn0034067	CG8399
CG12821	FBgn0040780	Atg10
CG12848	FBgn0040666	CG12848
CG12859	FBgn0033961	ND-B15
CG12883	FBgn0039538	CG12883
CG12909	FBgn0033507	CG12909
CG12918	FBgn0263260	sel
CG1291	FBgn0035401	Alg2
Fas1	FBgn0285925	Fas1
CG12935	FBgn0033547	CG12935
CG12942	FBgn0033569	CG12942
CG12945	FBgn0037755	CG12945
CG12948	FBgn0037739	CG12948
CG12975	FBgn0037061	CG12975
CG1298	FBgn0033032	kune
CG13004	FBgn0030797	CG13004
CG13005	FBgn0030794	CG13005
CG13025	FBgn0287696	mus302
CG1307	FBgn0026566	CG1307
CG13083-RB	FBtr0081242	CG13083-RB
CG13089	FBgn0032052	PIG-U
CG13090	FBgn0032054	Uba4
CG7145	FBgn0037138	P5CDh1
CG1309	FBgn0035519	CG1309
CG4289	FBgn0037020	Pex14
CG13114	FBgn0032127	CG13114
CG13117	FBgn0032140	CG13117
CG1311	FBgn0035523	Ctl1
CG13126	FBgn0032168	CG13126
CG13142	FBgn0032251	Nse4
CG13163	FBgn0033712	mIF3
CG1316	FBgn0035526	CG1316
CG13175	FBgn0033693	CG13175
CG13185	FBgn0033661	CG13185
CG13192	FBgn0033653	CG13192
CG1319	FBgn0035529	Fdx2
CG13220	FBgn0033608	CG13220
CG1326	FBgn0052250	PMP34
CG1326	FBgn0052251	Claspin
CG13277	FBgn0261068	LSm7
CG13295	FBgn0035674	CG13295
CG13298	FBgn0035692	Sf3b6
tud	FBgn0003891	tud
CG13319	FBgn0033781	CG13319
CG13337	FBgn0033863	CG13337
CG13343	FBgn0263697	Uba3
CG13344	FBgn0033884	CG13344
CG13349	FBgn0033886	Rpn13
CG13349	FBgn0033886	Rpn13
CG13349	FBgn0033886	Rpn13
CG13350	FBgn0033890	Ctf4
CG13364	FBgn0026879	CG13364
CG13365	FBgn0029529	CG13365
CG13365	FBgn0029529	CG13365
CG13366	FBgn0025633	CG13366
CG13373	FBgn0029522	CG13373
CG13390	FBgn0032031	CG13390
CG13392	FBgn0032033	CG13392
CG13393	FBgn0263852	Dad1
CG13398	FBgn0032042	CG13398
CG1344	FBgn0027507	CG1344
CG13472	FBgn0036450	Tdrd3
CG9272	FBgn0032907	CG9272
CG13484-RA	FBtr0075780	CG13484-RA
CG13531	FBgn0034786	CG13531
CG1354	FBgn0030151	CG1354
CG13551	FBgn0040660	CG13551
CG13567	FBgn0034963	Not11
CG1358	FBgn0033196	CG1358
CG13599	FBgn0039128	CG13599
CG1359	FBgn0260860	Bet5
CG13601	FBgn0039126	CG13601
CG13603	FBgn0039135	CG13603
CG13623	FBgn0039205	CG13623
CG13630	FBgn0039219	CG13630
CG13638	FBgn0051357	CG31357
CG13638	FBgn0051118	RabX4
CG13644	FBgn0265190	PIG-S
Spindly	FBgn0031549	Spindly
CG1371	FBgn0033482	CG1371
CG13730	FBgn0052176	CG32176
CG13742	FBgn0033372	CG13742
CG13751	FBgn0033340	CG13751
CG13773	FBgn0042092	CG13773
CG13779	FBgn0266666	Sem1
CG13802	FBgn0264002	MsR2
CG1381	FBgn0033485	RpLP0-like
CG13822	FBgn0039098	GILT3
CG13850	FBgn0038961	CG13850
CG13865	FBgn0039965	Coa7
CG13879	FBgn0035120	wac
CG13887	FBgn0035165	CG13887
CG13890	FBgn0035169	Dci
CG13897	FBgn0035160	hng3
CG13900	FBgn0035162	Sf3b3
CG13901	FBgn0035164	CG13901
CG13903	FBgn0052479	Usp10
CG13907	FBgn0035173	CG13907
CG13914	FBgn0035209	msd1
CG13917	FBgn0035237	CG13917
CG13926	FBgn0035243	CG13926
CG13933	FBgn0035270	CG13933
CG13957	FBgn0030739	SWIP
Fur2	FBgn0004598	Fur2
CG13993	FBgn0031776	Pfdn1
CG13994	FBgn0031772	CG13994
CG1399	FBgn0033212	LRR
CG14036	FBgn0031677	CG14036
CG14043	FBgn0031659	CG14043
CG14065	FBgn0261618	larp
CG1407	FBgn0033474	CG1407
CG14087	FBgn0036868	ms(3)76Ba
CG14095	FBgn0036870	CG14095
CG14100	FBgn0036889	CG14100
Cont	FBgn0037240	Cont
CG14120	FBgn0036321	CG14120
CG14130	FBgn0036210	CG14130
CG1416	FBgn0032961	CG1416
CG14174	FBgn0036036	CG14174
CG14184	FBgn0036932	CG14184
CG4390	FBgn0038771	CG4390
ssh	FBgn0029157	ssh
CG14213	FBgn0031047	Rcd-1
CG14213	FBgn0031047	Rcd-1
CG14215	FBgn0031052	Elys
CG14216	FBgn0031054	Ssu72
CG14222	FBgn0031043	Naa20A
CG14229	FBgn0031059	CG14229
CG14230	FBgn0031062	CG14230
CG14231	FBgn0031060	CG14231
CG14232	FBgn0031061	CG14232
CG14235-RB	FBtr0074817	COX6B-RB
CG14275	FBgn0032022	CG14275
CG1427	FBgn0037347	SecS
CG14286	FBgn0038673	CG14286
CG14290	FBgn0038662	Mpc1
Edc3	FBgn0036735	Edc3
CG14303	FBgn0263974	qin
CG14306	FBgn0263974	qin
CG14341	FBgn0031315	CG14341
CG1434	FBgn0030554	CG1434
CG14353-RA	FBtr0075144	Wdr92-RA
CG14407	FBgn0030584	CG14407
CG1440	FBgn0030038	CG1440
CG1440	FBgn0030038	CG1440
CG14411	FBgn0030582	CG14411
CG14434	FBgn0029915	CG14434
CG14435	FBgn0029911	CG14435
CG1962	FBgn0032876	Cen
CG14446	FBgn0262730	dtn
CG1444	FBgn0029975	spidey
CG14450	FBgn0037184	CG14450
CG14480	FBgn0034242	CG14480
tefu	FBgn0045035	tefu
CG14483	FBgn0034248	CG14483
CG14512	FBgn0039639	Alg13
CG14516	FBgn0039640	CG14516
CG14542	FBgn0039402	Vps2
CG14544	FBgn0039407	CG14544
CG14550	FBgn0039405	PIG-P
CG14562	FBgn0037142	CG14562
CG14565	FBgn0037129	CG14565
CG1458	FBgn0062442	Cisd2
CG14613	FBgn0031188	CG14613
CG14617	FBgn0031191	Cp110
CG14618	FBgn0031189	CG14618
CG14621	FBgn0031183	CG14621
CG14641	FBgn0037220	CG14641
CG14650	FBgn0037252	CG14650
CG14656	FBgn0260794	ctrip
CG14671	FBgn0037340	CG14671
fs(1)M3	FBgn0005390	fs(1)M3
CG2943	FBgn0037530	EMC1
CG14715	FBgn0037930	CG14715
CG14721	FBgn0037942	CG14721
CG14722	FBgn0037943	CG14722
CG14764	FBgn0033236	CG14764
CG14782-RA	FBtr0070259	rush-RA
CG14804	FBgn0014411	Vps26
CG14814	FBgn0023515	CG14814
CG14816	FBgn0023517	Pgam5
CG14855	FBgn0038260	CG14855
CG1486	FBgn0031174	CG1486
CG14879	FBgn0038419	CG14879
CG14894	FBgn0038428	CG14894
CG14898	FBgn0038437	Sdhaf3
CG14899	FBgn0038438	Der-2
CG14903	FBgn0038446	CG14903
Ork1	FBgn0017561	Ork1
CG14933	FBgn0040968	CG14933
Tsc1	FBgn0026317	Tsc1
CG14937	FBgn0032377	CG14937
CG1494	FBgn0031169	CG1494
CG14961	FBgn0035439	CG14961
CG14969	FBgn0035440	CG14969
CG14977	FBgn0035469	CG14977
CG14980	FBgn0035470	Ccz1
CG14985	FBgn0035482	CG14985
CG14997	FBgn0035515	CG14997
CG14998	FBgn0264693	ens
CG15011	FBgn0035518	CG15011
CG15014	FBgn0035532	CG15014
CG15019	FBgn0035541	CG15019
His4	FBgn0001200	His4
CG15067	FBgn0034331	BomBc2
CG15087	FBgn0034380	Vps51
CG15092	FBgn0259682	Jabba
CG15093	FBgn0034390	CG15093
Lac	FBgn0010238	Lac
CG15099	FBgn0034400	CG15099
CG15100	FBgn0034401	MetRS
CG15107	FBgn0041702	CG15107
CG15118	FBgn0034418	CG15118
CG1513	FBgn0033463	CG1513
CG15141	FBgn0032635	CG15141
CG15160	FBgn0032688	CG15160
CG15164	FBgn0086909	CG31751
CG15168	FBgn0032732	EMC5
CG1516	FBgn0027580	PCB
CG15173	FBgn0032744	Ttc19
CG15187	FBgn0261641	CG42724
CG1518	FBgn0031149	Stt3A
CG15220	FBgn0266421	RPA3
CG15237	FBgn0033104	CG15237
CG1523	FBgn0039601	CG1523
CG15256	FBgn0028880	CG15256
CG15820	FBgn0035312	CG15820
CG1530	FBgn0260970	Ubr3
CG1531	FBgn0260970	Ubr3
CG1532	FBgn0031143	CG1532
CG15356	FBgn0031377	CG15356
mod	FBgn0002780	mod
mod	FBgn0005385	rsd
mod	FBgn0002781	mod(mdg4)
CG15386	FBgn0040715	CG15386
CycB	FBgn0000405	CycB
CG15390	FBgn0031419	CG15390
Anp32a	unknown ID	-
CG15443	FBgn0031609	CG15443
CG15445	FBgn0031161	CG15445
CG15456	FBgn0040650	CG15456
CG1550	FBgn0033225	TTLL12
CG15523	FBgn0039727	Vps13B
CG15536	FBgn0039766	CG15536
CG15561	FBgn0039829	CG15561
CG15569	FBgn0051204	CG31204
CG15569	FBgn0051002	Ugt35D1
fs(1)N	FBgn0004650	fs(1)N
CG15618	FBgn0031077	THADA
CG15625	FBgn0031644	CG15625
CG15653	FBgn0034578	CG15653
Jheh3	FBgn0034406	Jheh3
Rassf	FBgn0039055	Rassf
CG15717	FBgn0030451	CG15717
slgA	FBgn0003423	slgA
CG15727	FBgn0030410	Aven
CG1572	FBgn0030309	CG1572
CG15735	FBgn0030364	Lsm12a
lin-52	FBgn0029800	lin-52
CG15738	FBgn0030352	sicily
CG15743	FBgn0030465	CG15743
CG15747	FBgn0030474	CG15747
CG1575	FBgn0029999	CG1575
CG1578	FBgn0030336	CG1578
CG15816	FBgn0261570	raskol
CG17271	FBgn0038829	CG17271
CG32306	FBgn0266696	Svil
CG1582	FBgn0030246	CG1582
Crag	FBgn0025864	Crag
CG15881	FBgn0036909	Ccdc58
CG15896	FBgn0029858	mldr
CG15908	FBgn0033085	CG15908
CG15912	FBgn0029712	CG15912
CG15916	FBgn0030704	CG15916
CG1597	FBgn0030289	GCS1
CG1598-RA	FBtr0088955	CG1598-RA
CG1599	FBgn0266186	Vamp7
CG1603	FBgn0033185	CG1603
CG1620	FBgn0033183	CG1620
PNUTS	FBgn0053526	PNUTS
CG1623	FBgn0033448	hebe
CG1635	FBgn0039854	CG1635
CG1637	FBgn0030245	CG1637
CG1640	FBgn0030478	CG1640
CG1646	FBgn0039600	CG1646
CG8199	FBgn0037709	CG8199
CG1657	FBgn0030286	Gapvd1
CG1665	FBgn0033451	Marc
CG1667	FBgn0033453	Sting
CG16700	FBgn0030816	CG16700
CG16712	FBgn0031561	IM33
CG16713	FBgn0031560	CG16713
CG16717	FBgn0036028	CG16717
CG1671	FBgn0033454	CG1671
Gpdh	FBgn0001128	Gpdh1
CG16728	FBgn0033539	Git
CG16734	FBgn0037667	CG16734
CG5112	FBgn0039341	CG5112
CG1675	FBgn0033457	Ntmt
alpha-Spec	FBgn0250789	alpha-Spec
CG1244	FBgn0035357	MEP-1
CG16790	FBgn0037713	CG16790
CG16804	FBgn0061359	CG33671
CG16804	FBgn0061360	CG33672
CG11151	FBgn0030519	CG11151
CG16817	FBgn0037728	p23
CG4747	FBgn0043456	Ndf
CG16825	FBgn0032503	CG16825
CG16838	FBgn0036574	elg1
CG16863	FBgn0028931	CG16863
CG16868	FBgn0034498	CG16868
CG16890	FBgn0028932	CG16890
CG16892	FBgn0030122	Aladin
CG16908	FBgn0037741	CG16908
CG16912	FBgn0035064	TyrRS-m
CG16935	FBgn0033883	CG16935
CG16936	FBgn0027590	GstE12
CG16940-RC	FBtr0072486	Dis3l2-RC
CG16941	FBgn0266917	Sf3a1
CG16947	FBgn0031816	Rchy1
CG16953	FBgn0038809	CG16953
CG16974	FBgn0032479	CG16974
CG16985	FBgn0035355	CG16985
CG16986	FBgn0035356	CG16986
CG17002	FBgn0033122	CG17002
CalpA	FBgn0012051	CalpA
CG17029	FBgn0036551	CG17029
CG1702	FBgn0031117	GstT3
CG17033	FBgn0283649	elgi
CG1703	FBgn0030321	CG1703
CG1704	FBgn0064117	SLIRP1
CG1704	FBgn0064116	anox
CG17065	FBgn0031099	CG17065
CG17068	FBgn0031098	CG17068
CG17078	FBgn0086855	CG17078
CG1707	FBgn0283450	Glo1
CG17081	FBgn0036480	Cep135
CG17082	FBgn0039994	conu
CG17121	FBgn0039043	CG17121
CG17141	FBgn0039020	CG17141
CG17153	FBgn0036248	ssp
CG17168	FBgn0039943	CG17168
CG17169	FBgn0040514	CG17169
CG17187	FBgn0037882	CG17187
CG17202	FBgn0038043	CG17202
CG17209	FBgn0030687	RpIIIC160
CG17221	FBgn0031500	CG17221
CG17230	FBgn0046225	CG17230
CG17233	FBgn0036958	CG17233
CG17249	FBgn0035249	CG17249
CG17255	FBgn0261710	nocte
CG17257	FBgn0031495	GABPI
CG17259	FBgn0031497	SerRS
CG17260	FBgn0031498	CG17260
CG17266	FBgn0033089	CG17266
CG1726	FBgn0052521	CG32521
tral	FBgn0041775	tral
CG6967	FBgn0034187	CG6967
His3	FBgn0001199	His3
His3	FBgn0051613	His3:CG31613
His3	FBgn0053866	His3:CG33866
CG17272	FBgn0038830	CG17272
CG17273	FBgn0027493	AdSS
CG17282	FBgn0038857	Bdbt
CG17293	FBgn0032030	Wdr82
CG17295	FBgn0032034	Rcd4
CG17331	FBgn0032596	Prosbeta4
CG17333	FBgn0030239	CG17333
CG17337	FBgn0259979	Cndp2
CG17338	FBgn0051792	CG31792
CG17338	FBgn0051793	CG31793
CG17338	FBgn0051792	CG31792
CG17338	FBgn0051793	CG31793
CG17370	FBgn0039381	SppL
CG1737	FBgn0030293	CG1737
Pros25	FBgn0086134	Prosalpha2
CG17441	FBgn0052703	Erk7
CG17454	FBgn0039977	CG17454
CG17471	FBgn0039924	PIP4K
geminin	FBgn0033081	geminin
CG17490	FBgn0040009	CG17490
CG17490	FBgn0040009	CG17490
CG17493	FBgn0040010	CG17493
CG17493	FBgn0040010	CG17493
CG17494-RB	unknown ID	-
CG1749	FBgn0030305	Uba5
CG17508	FBgn0039970	CG17508
CG17510	FBgn0039969	Fis1
CG17514	FBgn0287182	l(3)80Fj
flfl	FBgn0024555	flfl
CG1753	FBgn0031148	Cbs
CG17544	FBgn0032775	CG17544
CG17549	FBgn0032774	CG17549
CG17556	FBgn0038462	EMC2A
CG5535	FBgn0036764	CG5535
CG17574	FBgn0033777	CG17574
CG17593	FBgn0031544	CG17593
CG17597	FBgn0032715	CG17597
CG17598	FBgn0031194	CG17598
CG17660	FBgn0031356	CG17660
CHIP	FBgn0013764	Chi
CHIP	FBgn0027052	STUB1
l(2)37Cg	FBgn0086447	l(2)37Cg
CG17689	FBgn0036374	Spt20
CG17691	FBgn0039993	CG17691
CG17698	FBgn0040056	CG17698
CG17711	FBgn0031360	CG31937
CG17726	FBgn0037880	CG17726
CG17734	FBgn0037890	CG17734
CG17735	FBgn0260794	ctrip
CG17737	FBgn0035423	eIF1
CG17746	FBgn0035425	CG17746
CG17746	FBgn0035425	CG17746
CG1774	FBgn0039856	CG1774
CG17754	FBgn0030114	CG17754
CG17765	FBgn0033529	CG17765
CG17768	FBgn0032240	CG17768
CG1776	FBgn0259678	sqa
CG17776	FBgn0040899	CG17776
CG17807	FBgn0034748	CG17807
CG17883	FBgn0040005	CG17883
CG7627	FBgn0032026	CG7627
CG17904	FBgn0032597	CG17904
CG17912	FBgn0032600	BuGZ
CG4199	FBgn0025628	CG4199
CG17982-RA	FBtr0071191	CG17982-RA
CG17985	FBgn0033199	CG17985
CG17996	FBgn0032595	CG17996
CG18005	FBgn0037660	beag
CG18048	FBgn0037435	CG18048
CG18065	FBgn0034519	BORCS7
sbr	FBgn0003321	sbr
sbr	FBal0015165	sbr[1]
CG18081	FBgn0036537	CG18081
CG18081	FBgn0036537	CG18081
CG18135	FBgn0036837	CG18135
CG18143	FBgn0261436	DhpD
CG1814	FBgn0033426	CG1814
CG1815	FBgn0039863	CG1815
CG18162	FBgn0260750	Mulk
CG18178	FBgn0036035	CG18178
CG18190	FBgn0034403	CG18190
CG18213	FBgn0038470	CG18213
sws	FBgn0003656	sws
CG6962	FBgn0037958	CG6962
hyd	FBgn0002431	hyd
ScpX	FBgn0015808	ScpX
CG18292	FBgn0030269	CDK2AP1
CG1832-RB	FBtr0100407	Clamp-RB
CG2247	FBgn0030320	CG2247
CG1837	FBgn0030329	prtp
CG18437	FBgn0039536	unc80
CG1845	FBgn0033155	Br140
CG18508	FBgn0028746	CG18508
CPTI	FBgn0261862	whd
CPTI	FBgn0000364	Cpt
CG18528	FBgn0039189	CG18528
CG18547	FBgn0037973	CG18547
CG18549	FBgn0038053	CG18549
CG18586	FBgn0035642	CG18586
CG18591	FBgn0261790	SmE
CG18596	FBgn0038953	CG18596
CG18600	FBgn0038601	CG18600
CG18624-RB	FBtr0071141	ND-MNLL-RB
CG18661	FBgn0040964	CG18661
CG1868	FBgn0033427	Smyd4-1
CG18749	FBgn0042182	CG18749
CG18769	FBgn0042185	MCU
CG18789	FBgn0042127	CG18789
CG18811	FBgn0042134	Capr
Map60	FBgn0010342	Map60
CG18815	FBgn0042138	CG18815
vimar	FBgn0022960	vimar
CG18858	FBgn0042175	CG18858
CG1885	FBgn0030066	Uros1
CG18861	FBgn0042178	Apl
CG18861	FBgn0042178	Apl
CG1890	FBgn0039869	CG1890
CG1902	FBgn0033434	CG1902
CG1905	FBgn0266019	rudhira
CG1907	FBgn0039674	CG1907
CG1908	FBgn0030274	Lint-1
CG1939	FBgn0037469	Dpck
CG1943	FBgn0037468	CG1943
CG1951	FBgn0039623	CG1951
CG1957	FBgn0027873	Cpsf100
MAPk-Ak2	FBgn0013987	MAPk-Ak2
CG1965	FBgn0037466	CG1965
CG1968	FBgn0033401	Cog6
CG1969	FBgn0039690	Gnpnat
CG1970-RA	FBtr0089105	ND-49-RA
CG1972	FBgn0039691	IntS11
CG1973-RA	FBtr0085477	yata-RA
CG1983	FBgn0039751	CG1983
CG2004	FBgn0030060	CG2004
CG2014	FBgn0039669	ND-20L
CG2021	FBgn0035271	CG2021
CG2023	FBgn0037383	Sec20
CG2025	FBgn0030344	Nrd1
CG2046	FBgn0037378	PSMG1
CG2051	FBgn0037376	Hat1
CG2061	FBgn0027498	CG2061
CG2063	FBgn0033400	CG2063
CG2076	FBgn0030263	CG2076
morgue	FBgn0027609	morgue
CG2093	FBgn0033194	Vps13
CG2097	FBgn0037371	Sym
CG2100	FBgn0037369	CG2100
CG2107	FBgn0035383	CPT2
CG2116	FBgn0030003	CG2116
CG2118	FBgn0039877	Mccc1
CG2124	FBgn0030217	CG2124
Fim	FBgn0024238	Fim
CG10641	FBgn0032731	Swip-1
CG2144	FBgn0033187	PIG-G
CG2147	FBgn0030025	CG2147
CG2158	FBgn0033264	Nup50
CG2162	FBgn0035388	CG2162
CG2177	FBgn0039902	Zip102B
CG2182	FBgn0037360	CG2182
CG2183	FBgn0033273	Gasz
CG2186	FBgn0030243	CG2186
CG2199	FBgn0035213	CG2199
CG2200	FBgn0030447	CG2200
CG2931	FBgn0037342	CG2931
CG8552	FBgn0031990	PAPLA1
CG2213	FBgn0035210	msd5
CG2218	FBgn0039767	CG2218
CG2219	FBgn0039889	Arl4
CG2224	FBgn0039773	CG2224
CG2233	FBgn0029990	CG2233
CG2241	FBgn0039788	Rpt6R
CG2246	FBgn0039790	CG2246
Rm62	FBgn0003261	Rm62
CG2249	FBgn0040773	COX7C
CG9362	FBgn0037696	GstZ1
CG2263	FBgn0030007	alpha-PheRS
CG5044	FBgn0038326	CG5044
CG2269	FBgn0033484	CG2269
CG2277	FBgn0035204	CG2277
CG2310	FBgn0039665	CG2310
CG42314	FBgn0259214	PMCA
CG2371	FBgn0030323	Vlet
CG2446	FBgn0030328	Amun
CG2469	FBgn0035205	Ctr9
CG2493	FBgn0032864	CG2493
CG2540	FBgn0030411	CG2540
CG2543	FBgn0030407	Fpgs
Cg25C	FBgn0000299	Col4a1
CG2604	FBgn0037298	Sccpdh1
CG2608	FBgn0032870	CG2608
CG2611	FBgn0032871	CG2611
CG2614	FBgn0032873	CG2614
CG2656	FBgn0037478	CG2656
CG2691	FBgn0030504	CG2691
CG2698	FBgn0037536	CG2698
CG2747	FBgn0037541	CG2747
Duox	FBgn0283531	Duox
CG2774	FBgn0031534	Snx1
Ubp64E	FBgn0016756	Usp47
dup	FBgn0000996	dup
CG17896	FBgn0023537	CG17896
CG2807	FBgn0031266	Sf3b1
CG2807	FBgn0036314	Sf3a2
CG2811	FBgn0035082	CG2811
CG2813	FBgn0031268	cold
CG2818	FBgn0031566	CG2818
CG2852	FBgn0034753	CG2852
CG2862	FBgn0031459	HINT1
thr	FBgn0003701	thr
CG2907	FBgn0051548	CG31548
CG2907	FBgn0051546	CG31546
CG2907	FBgn0051548	CG31548
CG2907	FBgn0051546	CG31546
CG2911	FBgn0037350	Dph4
CG2915	FBgn0033241	CG2915
CG2921	FBgn0034689	CG2921
anon1A3	FBgn0022349	CG1910
CG2941	FBgn0029686	Glos
CG2941	FBgn0029686	Glos
CG2941	FBgn0029686	Glos
xmas-2	FBgn0286809	xmas
CG2947	FBgn0029676	HIP-R
CG2970	FBgn0034936	Stoml2
CG2971	FBgn0052685	ZAP3
CG2972	FBgn0030177	CG2972
CG2974	FBgn0030178	Naxe
CG2976	FBgn0031633	Fnta
CG2982	FBgn0266570	NO66
CG2990	FBgn0030170	CG2990
CG2991	FBgn0031474	CG2991
CG30000	FBgn0050000	GstT1
CG30001-RA	FBtr0088492	CG30001-RA
CG30005	FBgn0050005	GstT2
CG30007	FBgn0285892	tea
CG30020	FBgn0050020	CG30020
CG30022	FBgn0050022	CG30022
CG30022	FBgn0050022	CG30022
CG30035	FBgn0050035	Tret1-1
CG3004	FBgn0264691	Lst8
CG30069	FBgn0050069	CG30069
CG10990	FBgn0030520	Pdcd4
CG3008	FBgn0031643	CG3008
CG30094	FBgn0050094	CG30094
CG30105	FBgn0050105	CG30105
CG30109	FBgn0050109	CG30109
CG30118	FBgn0284257	Ttd14
CG30118	FBgn0284257	Ttd14
CG3011	FBgn0029823	Shmt
CG30122	FBgn0050122	CG30122
CG30132	FBgn0260934	par-1
CG30132	FBgn0002716	mei-W68
CG30152	FBgn0034543	galla-1
CG3016	FBgn0029819	Usp30
CG30183	FBgn0050183	CG30183
CG30185	FBgn0050185	AIMP3
CG30190	FBgn0261564	ReepA
CG30197	FBgn0050197	CG30197
CG30288	FBgn0050288	CG30288
det	FBgn0264291	Det
det	FBgn0260003	Dys
CG30291	FBgn0050291	CG30291
CG3033	FBgn0029818	GAA1
CG30342	FBgn0050342	Prp38
CG30349	FBgn0050349	CG30349
